product_id,title,image,color_options,size_info,original_price,sale_price,discount,limited_offer,additional_info,product_url
E473115-000,FINAL FANTASY UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473115/item/mygoods_00_473115.jpg?width=320,1,XS-XL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473115-000
E473114-000,FINAL FANTASY UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473114/item/mygoods_09_473114.jpg?width=320,1,XS-M,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473114-000
E473113-000,FINAL FANTASY UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473113/item/mygoods_00_473113.jpg?width=320,1,XS-XXL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473113-000
E473112-000,FINAL FANTASY UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/473112/item/mygoods_10_473112.jpg?width=320,1,XS-XXL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E473112-000
E472891-000,Harry Potter UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/472891/item/mygoods_69_472891.jpg?width=320,1,M-XL,,39.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E472891-000
E472881-000,Mickey Stands UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/472881/item/mygoods_54_472881.jpg?width=320,1,XS-XXL,,39.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E472881-000
E472880-000,Mickey Stands UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/472880/item/mygoods_64_472880.jpg?width=320,1,XS-XXL,,39.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E472880-000
E472791-000,Edo Era Animals UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/472791/item/mygoods_67_472791.jpg?width=320,1,XS,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E472791-000
E472789-000,Edo Era Animals UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/472789/item/mygoods_09_472789.jpg?width=320,1,XS,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E472789-000
E472681-000,The Legend of Zelda: Tears of the Kingdom UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/472681/item/mygoods_00_472681.jpg?width=320,1,L,,19.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E472681-000
E472374-000,Find Your TREASURE Oversized UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/472374/item/mygoods_00_472374.jpg?width=320,1,XS-XL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E472374-000
E472373-000,Find Your TREASURE Oversized UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/472373/item/mygoods_60_472373.jpg?width=320,1,XS-S,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E472373-000
E472372-000,Find Your TREASURE Oversized UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/472372/item/mygoods_40_472372.jpg?width=320,1,S-XL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E472372-000
E472371-000,Find Your TREASURE Oversized UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/472371/item/mygoods_69_472371.jpg?width=320,1,XS-XL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E472371-000
E472369-000,Find Your TREASURE Oversized UT (Short Sleeve Graphic T-shirt),https://image.uniqlo.com/UQ/ST3/my/imagesgoods/472369/item/mygoods_00_472369.jpg?width=320,1,XS-XL,,29.90,,,['VALUE BUY'],https://www.uniqlo.com/my/en/products/E472369-000
